Rxn name	Formula	Gene-reaction association	LB	UB	Objective
AHOPS	amet_c[c] + donor_c[c] + hop22en_c[c]  -> acceptor_c[c] + ahop_c[c] + h_c[c] + met__L_c[c] 	XNR_0265	  0.00	   Inf	  0.00
ALCD19y	glyald_c[c] + h_c[c] + nadph_c[c]  -> glyc_c[c] + nadp_c[c] 	XNR_4034	  0.00	   Inf	  0.00
ALCD2y	etoh_c[c] + nadp_c[c]  -> acald_c[c] + h_c[c] + nadph_c[c] 	XNR_4034	  0.00	   Inf	  0.00
ALPHNH	allphn_c[c] + h2o_c[c] + 3 h_c[c]  -> 2 co2_c[c] + 2 nh4_c[c] 	XNR_5763	  0.00	   Inf	  0.00
APATr	ala__L_c[c] + msa_c[c]  -> ala_B_c[c] + pyr_c[c] 	XNR_1187	  0.00	   Inf	  0.00
ARAT	akg_c[c] + met__L_c[c]  -> 2kmb_c[c] + glu__L_c[c] 	XNR_1672	  0.00	   Inf	  0.00
BFBP	fdp_B_c[c] + h2o_c[c]  -> f6p_B_c[c] + pi_c[c] 	XNR_4139	  0.00	   Inf	  0.00
BMOGDS1	bmoco_c[c] + gtp_c[c] + h_c[c]  -> bmoco1gdp_c[c] + ppi_c[c] 	XNR_3057	  0.00	   Inf	  0.00
BMOGDS2	bmoco1gdp_c[c] + gtp_c[c] + h_c[c]  -> bmocogdp_c[c] + ppi_c[c] 	XNR_3057	  0.00	   Inf	  0.00
BWCOGDS1	bwco_c[c] + gtp_c[c] + h_c[c]  -> bwco1gdp_c[c] + ppi_c[c] 	XNR_3057	  0.00	   Inf	  0.00
BWCOGDS2	bwco1gdp_c[c] + gtp_c[c] + h_c[c]  -> bwcogdp_c[c] + ppi_c[c] 	XNR_3057	  0.00	   Inf	  0.00
C7AHXDH	cholate_c[c] + nad_c[c]  -> dh7oxcho_c[c] + h_c[c] + nadh_c[c] 	XNR_2050	  0.00	   Inf	  0.00
CHO43OR	chol4e3o_c[c] + h_c[c] + nadh_c[c] + o2_c[c]  -> 26hxcho_c[c] + h2o_c[c] + nad_c[c] 	XNR_0559	  0.00	   Inf	  0.00
CHOLD2	chol_c[c] + fad_c[c]  -> betald_c[c] + fadh2_c[c] 	XNR_3882	  0.00	   Inf	  0.00
CPKS1	ACPcpk_c[c] + 9 h_c[c] + 3 malcoa_c[c]  -> 3 co2_c[c] + 3 coa_c[c] + 2 h2o_c[c] + hex24dACPcpk_c[c] 	XNR_0021 or XNR_0204 or XNR_5854 or XNR_5855 or XNR_5856 or XNR_5857 or XNR_5858 or XNR_5861 or XNR_5916 or XNR_5917 or XNR_5918	  0.00	   Inf	  0.00
CPKS2	4 h_c[c] + hex24dACPcpk_c[c] + 2 malcoa_c[c]  -> 2 co2_c[c] + 2 coa_c[c] + h246dectACPcpk_c[c] + h2o_c[c] 	XNR_5854 or XNR_5855 or XNR_5856 or XNR_5857 or XNR_5858 or XNR_5861 or XNR_5916	  0.00	   Inf	  0.00
CPKS3	h246dectACPcpk_c[c] + 3 h_c[c] + malcoa_c[c] + nadh_c[c]  -> ACPcpk_c[c] + co2_c[c] + coa_c[c] + h2o_c[c] + hdd2610t_c[c] + nad_c[c] 	XNR_5854 or XNR_5855 or XNR_5856 or XNR_5857 or XNR_5858 or XNR_5861	  0.00	   Inf	  0.00
CPPPGO2	2 amet_c[c] + cpppg3_c[c]  -> 2 co2_c[c] + 2 dad_5_c[c] + 2 met__L_c[c] + pppg9_c[c] 	XNR_4378	  0.00	   Inf	  0.00
CYCHEXDH	14hdphet_c[c] + nad_c[c]  -> h_c[c] + haphenon_c[c] + nadh_c[c] 	XNR_0906 or XNR_3240	  0.00	   Inf	  0.00
CYCHEXMO	cychex_c[c] + h_c[c] + nadph_c[c] + o2_c[c]  -> ecaplac_c[c] + h2o_c[c] + nadp_c[c] 	XNR_1954 or XNR_2110	  0.00	   Inf	  0.00
CYCHEX_2	cychxaol_c[c] + nad_c[c]  -> cychex_c[c] + h_c[c] + nadh_c[c] 	XNR_0906 or XNR_1001	  0.00	   Inf	  0.00
CYRDAS	2 atp_c[c] + cobya_c[c] + 2 gln__L_c[c] + h2o_c[c]  -> 2 adp_c[c] + co2dam_c[c] + 2 glu__L_c[c] + h_c[c] + ppi_c[c] 	XNR_4969	  0.00	   Inf	  0.00
DGLYHRED	dtdp34dh26doglc_c[c] + h_c[c] + nadph_c[c]  -> dtdp4h26dthp_c[c] + nadp_c[c] 	XNR_4603	  0.00	   Inf	  0.00
DMETMO	h_c[c] + nadph_c[c] + nndmyani_c[c] + o2_c[c]  -> dmppat_c[c] + h2o_c[c] + nadp_c[c] 	XNR_0874	  0.00	   Inf	  0.00
DPCOX	at44dcop_c[c] + 4 donor_c[c] + 4 o2_c[c]  -> 44dpcop_c[c] + 4 acceptor_c[c] + 6 h2o_c[c] 	XNR_4777	  0.00	   Inf	  0.00
FANH	h2o_c[c] + nformanth_c[c]  -> anth_c[c] + for_c[c] + h_c[c] 	XNR_3202	  0.00	   Inf	  0.00
FBP	fdp_c[c] + h2o_c[c]  -> f6p_c[c] + pi_c[c] 	XNR_4139	  0.00	   Inf	  0.00
FEROXCYC	atp_c[c] + feroxG1_c[c]  -> amp_c[c] + feroxE_c[c] + h_c[c] + ppi_c[c] 	XNR_4187	  0.00	   Inf	  0.00
FEROXG1S	atp_c[c] + 3 hyxsuccad_c[c]  -> amp_c[c] + feroxG1_c[c] + h2o_c[c] + h_c[c] + ppi_c[c] 	XNR_4187	  0.00	   Inf	  0.00
FKYNH	Lfmkynr_c[c] + h2o_c[c]  -> Lkynr_c[c] + for_c[c] + h_c[c] 	XNR_3202	  0.00	   Inf	  0.00
FORGLUIH	forglu_c[c] + h2o_c[c]  -> Nforglu_c[c] + nh4_c[c] 	XNR_1969	  0.00	   Inf	  0.00
FUMAH	fumpyr_c[c] + h2o_c[c]  -> fum_c[c] + h_c[c] + pyr_c[c] 	XNR_1266	  0.00	   Inf	  0.00
G1Dx	glc__D_c[c] + nad_c[c]  -> g15lac_c[c] + h_c[c] + nadh_c[c] 	XNR_3823	  0.00	   Inf	  0.00
GABTA	4abut_c[c] + pyr_c[c]  -> ala__L_c[c] + sucsal_c[c] 	XNR_1187	  0.00	   Inf	  0.00
GCGBGE	gcgguaiace_c[c] + nad_c[c]  -> h_c[c] + mphpv__S_c[c] + nadh_c[c] 	XNR_2928	  0.00	   Inf	  0.00
GCGUAIDH	gcgguaiac_c[c] + nad_c[c]  -> h_c[c] + mphpv__R_c[c] + nadh_c[c] 	XNR_2928	  0.00	   Inf	  0.00
GERDH	geraniol_c[c] + nad_c[c]  -> geranial_c[c] + h_c[c] + nadh_c[c] 	XNR_5829	  0.00	   Inf	  0.00
GGLUPUT	ggputresc_c[c] + h2o_c[c] + o2_c[c]  -> 4gglutbut_c[c] + h2o2_c[c] + nh4_c[c] 	XNR_1173	  0.00	   Inf	  0.00
GLYAT	2aobut_c[c] + coa_c[c]  -> accoa_c[c] + gly_c[c] 	XNR_0019 or XNR_5920	  0.00	   Inf	  0.00
GLYCTD	glx_c[c] + h_c[c] + nadh_c[c]  -> glyclt_c[c] + nad_c[c] 	XNR_1323	  0.00	   Inf	  0.00
GUL5DH	guln__L_c[c] + nad_c[c]  -> fruur_c[c] + h_c[c] + nadh_c[c] 	XNR_0972	  0.00	   Inf	  0.00
HBADAS	2 atp_c[c] + 2 gln__L_c[c] + h2o_c[c] + hgbyr_c[c]  -> 2 adp_c[c] + 2 glu__L_c[c] + 2 h_c[c] + hgbam_c[c] + ppi_c[c] 	XNR_4969	  0.00	   Inf	  0.00
HCSUCT	hdoxcad_c[c] + succoa_c[c]  -> coa_c[c] + hyxsuccad_c[c] 	XNR_4188	  0.00	   Inf	  0.00
HDXSQLS	h2o_c[c] + psqldi_c[c]  -> hsql_c[c] + ppi_c[c] 	XNR_0272	  0.00	   Inf	  0.00
HEXHYD	4h2mohexn_c[c] + h2o_c[c]  -> 2mop_c[c] + pyr_c[c] 	XNR_1266	  0.00	   Inf	  0.00
HPYRRx	h_c[c] + hpyr_c[c] + nadh_c[c]  -> glyc__R_c[c] + nad_c[c] 	XNR_2654	  0.00	   Inf	  0.00
HPYRRy	h_c[c] + hpyr_c[c] + nadph_c[c]  -> glyc__R_c[c] + nadp_c[c] 	XNR_2654	  0.00	   Inf	  0.00
I3PYRMO	h_c[c] + indpyr_c[c] + nadph_c[c] + o2_c[c]  -> co2_c[c] + h2o_c[c] + ind3ac_c[c] + nadp_c[c] 	XNR_2241	  0.00	   Inf	  0.00
LACDHCYT	2 ficytc_c[c] + lac__D_c[c]  -> 2 focytc_c[c] + 2 h_c[c] + pyr_c[c] 	XNR_2283	  0.00	   Inf	  0.00
LALDD2	lald__D_c[c] + nad_c[c]  -> h_c[c] + mthgxl_c[c] + nadh_c[c] 	XNR_1728	  0.00	   Inf	  0.00
L_LACD4	lac__L_c[c] + mqn9_c[c]  -> mql9_c[c] + pyr_c[c] 	XNR_0836 and XNR_0835 and XNR_0834	  0.00	   Inf	  0.00
MAN1PPP	h2o_c[c] + mnl1p_c[c]  -> mnl_c[c] + pi_c[c] 	XNR_4550	  0.00	   Inf	  0.00
MCTP1B	murein5p5p_c[c]  -> alaala_c[c] + murein5px3p_c[c] 	XNR_1496 or XNR_3038	  0.00	   Inf	  0.00
MGCH	3mgcoa_c[c] + h2o_c[c]  -> hmgcoa_c[c] 	XNR_4027	  0.00	   Inf	  0.00
MGSDGS	12dgr120_c[c] + udpg_c[c]  -> 12da3oaglcpyr_c[c] + h_c[c] + udp_c[c] 	XNR_1853	  0.00	   Inf	  0.00
MMYSYN1	accoa_c[c] + malACPmmy_c[c]  -> actACPmmy_c[c] + co2_c[c] + coa_c[c] 		  0.00	   Inf	  0.00
MOGDS	gtp_c[c] + h_c[c] + moco_c[c]  -> mocogdp_c[c] + ppi_c[c] 	XNR_3057	  0.00	   Inf	  0.00
MPML	atp_c[c] + h2o_c[c] + mg2_c[c] + ppp9_c[c]  -> adp_c[c] + 3 h_c[c] + mppp9_c[c] + pi_c[c] 	XNR_4971	  0.00	   Inf	  0.00
MPTAT	atp_c[c] + h_c[c] + mpt_c[c]  -> mptamp_c[c] + ppi_c[c] 	XNR_2126	  0.00	   Inf	  0.00
MPTG	2 uaagmda_c[c]  -> 2 h_c[c] + murein5p5p_c[c] + 2 udcpdp_c[c] 	XNR_1496 or (XNR_3038 and XNR_1285) or XNR_2990 or XNR_1496 or (XNR_3038 and XNR_1285) or XNR_2990	  0.00	   Inf	  0.00
MPTG2	murein5p5p_c[c] + uaagmda_c[c]  -> h_c[c] + murein5p5p5p_c[c] + udcpdp_c[c] 	XNR_1496 or (XNR_3038 and XNR_1285) or XNR_2990 or XNR_1496 or (XNR_3038 and XNR_1285) or XNR_2990	  0.00	   Inf	  0.00
MPTSS	atp_c[c] + h_c[c] + moadcoo_c[c]  -> moadamp_c[c] + ppi_c[c] 	XNR_1625	  0.00	   Inf	  0.00
MSUCOADH	etf_ox_c[c] + h_c[c] + mscoa__S_c[c]  -> 2mfumcoa_c[c] + ETFred_c[c] 	XNR_0460	  0.00	   Inf	  0.00
MYCARSL	aso4_c[c] + msh_c[c]  -> h2o_c[c] + mycthigpyrpp_c[c] 	XNR_3214	  0.00	   Inf	  0.00
NADPHQR4	2dmmq9_c[c] + h_c[c] + nadph_c[c]  -> 2dmmql9_c[c] + nadp_c[c] 	XNR_3060	  0.00	   Inf	  0.00
NICMO	nadph_c[c] + nico__S_c[c] + o2_c[c]  -> h2o_c[c] + nadp_c[c] + nic1ox_c[c] 	XNR_0874	  0.00	   Inf	  0.00
NSHDDS	2 atp_c[c] + 2 gln__L_c[c] + 2 h2o_c[c] + nisirhcl_c[c]  -> 2 adp_c[c] + 2 glu__L_c[c] + 2 h_c[c] + nsirhcda_c[c] + 2 pi_c[c] 	XNR_4969	  0.00	   Inf	  0.00
PAAT	ptrc_c[c] + pyr_c[c]  -> 4abutn_c[c] + ala__L_c[c] 	XNR_1187	  0.00	   Inf	  0.00
POR_1	chlld_c[c] + nadp_c[c]  -> h_c[c] + nadph_c[c] + pchlld_c[c] 	XNR_0646 or XNR_0883 or XNR_0949 or XNR_1292	  0.00	   Inf	  0.00
PTLACS	2 fdxrd_c[c] + 2 h_c[c] + o2_c[c] + pentlacF_c[c]  -> 2 fdxox_c[c] + 2 h2o_c[c] + paolac_c[c] 	XNR_0559 or XNR_2008	  0.00	   Inf	  0.00
PYACOADH	h2o_c[c] + phitcoa_c[c]  -> 2cm3hppc_c[c] 	XNR_4027	  0.00	   Inf	  0.00
REDS23	ACPredL_c[c] + atp_c[c] + ddca_c[c]  -> amp_c[c] + ddcaACPredL_c[c] + ppi_c[c] 	XNR_0019 or XNR_0021 or XNR_0204 or XNR_5854 or XNR_5855 or XNR_5856 or XNR_5857 or XNR_5858 or XNR_5861 or XNR_5916 or XNR_5917 or XNR_5918 or XNR_5920	  0.00	   Inf	  0.00
REDS24	ACPredL_c[c] + ddcaACPredQ_c[c]  -> ACPredQ_c[c] + ddcaACPredL_c[c] 	XNR_0019 or XNR_0021 or XNR_0204 or XNR_5854 or XNR_5855 or XNR_5856 or XNR_5857 or XNR_5858 or XNR_5861 or XNR_5916 or XNR_5917 or XNR_5918 or XNR_5920	  0.00	   Inf	  0.00
REDS25	ddcaACPredL_c[c] + h_c[c] + malcoa_c[c]  -> 3omrsACPredL_c[c] + co2_c[c] + coa_c[c] 	XNR_0019 or XNR_0021 or XNR_0204 or XNR_5854 or XNR_5855 or XNR_5856 or XNR_5857 or XNR_5858 or XNR_5861 or XNR_5916 or XNR_5917 or XNR_5918 or XNR_5920	  0.00	   Inf	  0.00
REDS26	3omrsACPredL_c[c] + gly_c[c]  -> ACPredL_c[c] + co2_c[c] + h2o_c[c] + upn_c[c] 	XNR_0019 or XNR_0021 or XNR_0204 or XNR_5854 or XNR_5855 or XNR_5856 or XNR_5857 or XNR_5858 or XNR_5861 or XNR_5916 or XNR_5917 or XNR_5918 or XNR_5920	  0.00	   Inf	  0.00
REDS34	kppACPredN_c[c] + ser__L_c[c]  -> ACPredN_c[c] + co2_c[c] + h2o_c[c] + hbm_c[c] 	XNR_0019 or XNR_5920	  0.00	   Inf	  0.00
RIB1MPTS	atp_c[c] + mppate_c[c]  -> ade_c[c] + rib1mpp5tpp_c[c] 	XNR_1138 or XNR_1139 or XNR_1156 or XNR_1351 or XNR_1352 or XNR_1691 or XNR_1692 or XNR_1696 or XNR_1697 or XNR_5801	  0.00	   Inf	  0.00
S2FE2ST	4 h_c[c] + sufbcd_2fe2s_c[c]  -> 2fe2s_c[c] + sufbcd_c[c] 	XNR_4937 and XNR_4940 and XNR_4938	  0.00	   Inf	  0.00
S4FE4SR	fadh2_c[c] + 2 h_c[c] + sufbcd_2fe2s2_c[c]  -> fad_c[c] + sufbcd_4fe4s_c[c] 	XNR_4937 and XNR_4940 and XNR_4938	  0.00	   Inf	  0.00
S4FE4ST	4 h_c[c] + sufbcd_4fe4s_c[c]  -> 4fe4s_c[c] + sufbcd_c[c] 	XNR_4937 and XNR_4940 and XNR_4938	  0.00	   Inf	  0.00
SBP_1	h2o_c[c] + s17bp_c[c]  -> pi_c[c] + s7p_c[c] 	XNR_4139	  0.00	   Inf	  0.00
SBTD_D2	nad_c[c] + sbt__D_c[c]  -> fru_c[c] + h_c[c] + nadh_c[c] 	XNR_0972	  0.00	   Inf	  0.00
SCB15	afactor_c[c] + h_c[c] + nadph_c[c]  -> nadp_c[c] + scb1_c[c] 	XNR_0589 or XNR_5881	  0.00	   Inf	  0.00
SCB25	4hm3odhf2o_c[c] + h_c[c] + nadph_c[c]  -> nadp_c[c] + scb2_c[c] 	XNR_0589 or XNR_5881	  0.00	   Inf	  0.00
SCB35	4hm36modhf2o_c[c] + h_c[c] + nadph_c[c]  -> nadp_c[c] + scb3_c[c] 	XNR_0589 or XNR_5881	  0.00	   Inf	  0.00
SLD	nad_c[c] + sl__L_c[c]  -> 3spyr_c[c] + h_c[c] + nadh_c[c] 	XNR_2654	  0.00	   Inf	  0.00
SORB6PP	h2o_c[c] + sbt6p_c[c]  -> pi_c[c] + sbt__D_c[c] 	XNR_4550	  0.00	   Inf	  0.00
SORBDH	acceptor_c[c] + sorb14lac_c[c]  -> ascb__L_c[c] + donor_c[c] + h_c[c] 	XNR_1325	  0.00	   Inf	  0.00
SUCOMALT	mal__L_c[c] + succoa_c[c]  -> malylcoa_c[c] + succ_c[c] 	XNR_4846	  0.00	   Inf	  0.00
THPAT	accoa_c[c] + h2o_c[c] + thdp_c[c]  -> coa_c[c] + nal2a6o_c[c] 	XNR_0559	  0.00	   Inf	  0.00
THYDNAPS	5 h_c[c] + 5 malcoa_c[c]  -> 5 co2_c[c] + 5 coa_c[c] + h2o_c[c] + nphtatt_c[c] 	XNR_5808	  0.00	   Inf	  0.00
TMETMO	nadph_c[c] + o2_c[c] + tma_c[c]  -> h2o_c[c] + nadp_c[c] + tmao_c[c] 	XNR_0874	  0.00	   Inf	  0.00
URECARB	atp_c[c] + co2_c[c] + h2o_c[c] + urea_c[c]  -> adp_c[c] + allphn_c[c] + 2 h_c[c] + pi_c[c] 	XNR_5763	  0.00	   Inf	  0.00
URGLYUS	urdglyc_c[c]  -> glx_c[c] + urea_c[c] 	XNR_1752	  0.00	   Inf	  0.00
URHYD	h_c[c] + nadh_c[c] + o2_c[c] + urate_c[c]  -> 5hiu_c[c] + h2o_c[c] + nad_c[c] 	XNR_5499	  0.00	   Inf	  0.00
5DGLCNt2r	5dglcn_e[e] + h_e[e]  -> 5dglcn_c[c] + h_c[c] 	XNR_5145 or XNR_5791	  0.00	   Inf	  0.00
ABUTt2r	4abut_e[e] + h_e[e]  -> 4abut_c[c] + h_c[c] 	XNR_1788 or XNR_4312 or XNR_4313 or XNR_4315	  0.00	   Inf	  0.00
ACt4	ac_e[e] + na1_e[e]  -> ac_c[c] + na1_c[c] 	XNR_1036 or XNR_4998	  0.00	   Inf	  0.00
ADEt	ade_e[e] + h_e[e]  -> ade_c[c] + h_c[c] 	XNR_0107 or XNR_0631 or XNR_0655 or XNR_0960 or XNR_2315	  0.00	   Inf	  0.00
ALAALAabc	alaala_e[e] + atp_c[c] + h2o_c[c]  -> adp_c[c] + alaala_c[c] + h_c[c] + pi_c[c] 	XNR_0859 or XNR_1138 or XNR_1156 or XNR_1351 or XNR_1352 or XNR_1691 or XNR_1692 or XNR_1697 or (XNR_5801 and XNR_1138) or XNR_1139 or XNR_1155 or XNR_1351 or XNR_1691 or XNR_1692 or XNR_1696 or (XNR_1697 and XNR_1694) or (XNR_1699 and XNR_1693) or (XNR_1698 and XNR_1695) or XNR_1700 or XNR_1138 or XNR_1139 or XNR_1155 or XNR_1351 or XNR_1352 or XNR_1691 or (XNR_1696 and XNR_1138) or XNR_1139 or XNR_1156 or XNR_1351 or XNR_1352 or XNR_1691 or XNR_1692 or XNR_1696 or (XNR_1697 and XNR_1137 and XNR_1135)	  0.00	   Inf	  0.00
ALAabc	ala__L_e[e] + atp_c[c] + h2o_c[c]  -> adp_c[c] + ala__L_c[c] + h_c[c] + pi_c[c] 	XNR_4872 and XNR_4871 and XNR_4874 and XNR_4873 and XNR_4875	  0.00	   Inf	  0.00
ALAt2r	ala__L_e[e] + h_e[e]  -> ala__L_c[c] + h_c[c] 	XNR_1788	  0.00	   Inf	  0.00
ALAt4	ala__L_e[e] + na1_e[e]  -> ala__L_c[c] + na1_c[c] 	XNR_0402	  0.00	   Inf	  0.00
ARGt3	arg__L_c[c] + h_e[e]  -> arg__L_e[e] + h_c[c] 	XNR_5513	  0.00	   Inf	  0.00
ASNabc	asn__L_e[e] + atp_c[c] + h2o_c[c]  -> adp_c[c] + asn__L_c[c] + h_c[c] + pi_c[c] 	XNR_1788	  0.00	   Inf	  0.00
ASNt2r	asn__L_e[e] + h_e[e]  -> asn__L_c[c] + h_c[c] 	XNR_1788	  0.00	   Inf	  0.00
ASPt2_2	asp__L_e[e] + 2 h_e[e]  -> asp__L_c[c] + 2 h_c[c] 	XNR_1404	  0.00	   Inf	  0.00
ASPt2r	asp__L_e[e] + h_e[e]  -> asp__L_c[c] + h_c[c] 	XNR_3572	  0.00	   Inf	  0.00
BALAt2	ala_B_e[e] + h_e[e]  -> ala_B_c[c] + h_c[c] 	XNR_1788	  0.00	   Inf	  0.00
CBIabc	atp_c[c] + cbi_e[e] + h2o_c[c]  -> adp_c[c] + cbi_c[c] + h_c[c] + pi_c[c] 	XNR_2612 or XNR_4612	  0.00	   Inf	  0.00
CBL1abc	atp_c[c] + cbl1_e[e] + h2o_c[c]  -> adp_c[c] + cbl1_c[c] + h_c[c] + pi_c[c] 	XNR_2612 or XNR_4612	  0.00	   Inf	  0.00
CITt7	cit_e[e] + succ_c[c]  -> cit_c[c] + succ_e[e] 	XNR_4736	  0.00	   Inf	  0.00
COBALT2t	cobalt2_e[e]  -> cobalt2_c[c] 	XNR_1645 or XNR_5160	  0.00	   Inf	  0.00
COBALT2t3	cobalt2_c[c] + h_e[e]  -> cobalt2_e[e] + h_c[c] 	XNR_0280 or XNR_1909 or XNR_4218	  0.00	   Inf	  0.00
CPKSt	cpkepox_c[c]  -> cpkepox_e[e] 	XNR_0015 or XNR_5280 or XNR_5924	  0.00	   Inf	  0.00
CYSabc	atp_c[c] + cys__L_e[e] + h2o_c[c]  -> adp_c[c] + cys__L_c[c] + h_c[c] + pi_c[c] 	XNR_2934	  0.00	   Inf	  0.00
CYSabc2	atp_c[c] + cys__L_c[c] + h2o_c[c]  -> adp_c[c] + cys__L_e[e] + h_c[c] + pi_c[c] 	XNR_2934	  0.00	   Inf	  0.00
DALAt2r	ala__D_e[e] + h_e[e]  -> ala__D_c[c] + h_c[c] 	XNR_1788	  0.00	   Inf	  0.00
D_LACt2	h_e[e] + lac__D_e[e]  -> h_c[c] + lac__D_c[c] 	XNR_0837 or XNR_1916	  0.00	   Inf	  0.00
ENTERt	enter_c[c]  -> enter_e[e] 	XNR_4499 or XNR_5756	  0.00	   Inf	  0.00
FE2t2	fe2_e[e] + h_e[e]  -> fe2_c[c] + h_c[c] 	XNR_4089	  0.00	   Inf	  0.00
FE2t3	fe2_c[c] + h_e[e]  -> fe2_e[e] + h_c[c] 	XNR_0280 or XNR_4218	  0.00	   Inf	  0.00
FUMt2_2	fum_e[e] + 2 h_e[e]  -> fum_c[c] + 2 h_c[c] 	XNR_1404	  0.00	   Inf	  0.00
GALabc	atp_c[c] + gal_e[e] + h2o_c[c]  -> adp_c[c] + gal_c[c] + h_c[c] + pi_c[c] 	XNR_3976 or XNR_3977	  0.00	   Inf	  0.00
